1,7,2,95,1008,6
1,7,0,92,1003,8
1,5,2,85,999,19
1,7,-1,63,1010,19
1,2,-1,95,1008,6
1,7,1,82,1010,5
1,2,-2,93,1014,2
1,8,1,96,1005,8
1,12,8,65,1008,23
1,13,3,83,1018,5
1,16,5,90,1022,2
1,17,3,84,1022,8
1,15,4,75,1021,2
1,11,0,81,1020,2
1,11,5,83,1019,3
1,12,6,89,1017,5
1,13,5,78,1018,13
1,6,2,98,1019,2
1,9,6,97,1011,8
1,9,5,100,1005,5
1,10,6,89,1011,3
1,13,3,85,1016,3
1,12,9,96,1014,5
1,13,7,90,1021,6
1,12,7,89,1024,3
1,14,5,83,1025,2
1,15,2,84,1027,2
1,14,6,74,1027,6
1,11,5,83,1027,6
1,15,8,80,1030,6
1,14,4,87,1029,0
2,12,6,95,1028,0
2,13,5,93,1026,0
2,13,7,76,1025,3
2,12,0,71,1027,5
2,14,1,79,1029,5
2,16,1,79,1029,5
2,15,2,78,1029,2
2,15,2,68,1031,2
2,14,-1,74,1031,3
2,14,0,76,1031,3
2,18,4,78,1032,3
2,18,3,78,1030,10
2,15,8,72,1029,14
2,15,10,82,1023,19
2,16,5,54,1024,14
2,15,-1,76,1023,3
2,15,2,75,1027,5
2,16,2,72,1031,3
2,18,2,71,1033,3
2,19,2,72,1031,2
2,20,4,72,1029,2
2,19,6,77,1027,3
2,17,7,79,1023,6
2,15,4,80,1022,8
2,15,9,79,1025,10
2,18,4,76,1030,3
2,22,5,54,1034,3
2,21,2,59,1033,3
3,21,4,65,1030,5
3,23,4,63,1031,3
3,23,5,58,1034,2
3,22,5,65,1032,2
3,23,5,65,1031,2
3,23,6,56,1030,3
3,22,5,59,1026,3
3,20,5,63,1027,5
3,19,3,58,1029,6
3,20,1,55,1030,5
3,22,1,57,1029,3
3,21,5,57,1031,6
3,23,3,65,1030,3
3,23,4,53,1026,6
3,21,8,56,1025,11
3,22,5,61,1026,5
3,26,4,60,1025,5
3,25,6,57,1022,2
3,23,6,55,1019,3
3,23,4,57,1016,5
3,24,3,56,1016,3
3,23,5,46,1017,6
3,22,5,55,1017,5
3,23,4,55,1014,5
3,16,6,59,1015,23
3,20,3,63,1020,8
3,21,4,61,1024,2
3,23,3,62,1020,5
3,22,8,54,1017,6
3,23,6,56,1017,2
3,23,6,56,1017,2
4,24,6,60,1017,5
4,25,6,53,1016,0
4,24,7,57,1017,2
4,24,8,49,1021,14
4,25,9,49,1020,8
4,23,7,55,1017,6
4,21,12,72,1015,8
4,17,11,80,1018,5
4,18,10,62,1023,8
4,18,10,63,1027,10
4,23,4,60,1025,3
4,24,8,40,1018,8
4,25,7,49,1016,8
4,25,7,49,1016,3
4,26,7,49,1018,3
4,26,10,48,1014,6
4,22,12,72,1009,10
4,18,11,78,1008,6
4,17,12,93,1004,14
4,17,12,87,999,8
4,20,10,64,1001,13
4,21,7,45,1007,10
4,21,8,48,1015,6
4,21,7,62,1020,10
4,18,11,71,1021,3
4,22,9,73,1021,6
4,24,15,55,1021,16
4,26,12,57,1024,6
4,26,12,61,1021,5
4,27,12,45,1018,6
5,27,10,54,1020,5
5,27,11,57,1021,5
5,26,15,52,1021,6
5,26,14,57,1016,10
5,21,14,66,1009,29
5,17,10,58,1011,24
5,14,8,57,1010,24
5,19,3,52,1017,6
5,21,7,56,1016,6
5,23,7,62,1014,6
5,22,9,56,1013,10
5,24,12,57,1016,3
5,20,14,79,1016,6
5,22,11,77,1015,8
5,24,10,74,1013,3
5,19,12,76,1012,6
5,18,11,69,1014,11
5,23,7,66,1014,6
5,20,12,66,1012,16
5,21,12,59,1015,11
5,24,10,57,1016,6
5,25,10,54,1015,3
5,27,10,52,1011,6
5,24,14,64,1012,16
5,18,13,85,1013,11
5,22,13,78,1016,3
5,25,12,65,1017,5
5,27,13,58,1016,6
5,29,14,56,1016,3
5,27,15,59,1016,8
5,22,13,76,1013,10
6,22,14,66,1009,11
6,21,15,67,1013,24
6,24,11,62,1016,5
6,19,14,74,1010,8
6,20,12,79,1009,14
6,25,15,66,1013,11
6,26,15,61,1014,10
6,27,11,56,1019,3
6,31,14,55,1018,5
6,28,19,51,1015,11
6,27,17,52,1015,16
6,28,14,52,1013,5
6,29,16,50,1011,13
6,30,18,50,1015,10
6,30,16,46,1017,10
6,28,14,47,1016,6
6,24,14,53,1017,5
6,26,15,61,1016,10
6,28,14,59,1014,3
6,30,12,47,1012,6
6,28,16,48,1010,14
6,25,15,47,1014,16
6,28,11,46,1017,3
6,30,15,47,1017,6
6,33,15,41,1013,10
6,29,16,45,1006,10
6,24,15,46,1003,14
6,19,13,57,1005,11
6,20,12,57,1011,13
6,24,11,51,1014,11
7,22,12,60,1013,5
7,22,15,69,1012,10
7,23,8,55,1017,8
7,24,10,48,1021,3
7,26,11,50,1026,10
7,31,12,48,1025,13
7,33,14,44,1021,6
7,33,16,42,1016,8
7,28,18,60,1014,10
7,28,13,60,1015,6
7,30,14,52,1017,8
7,33,14,47,1015,5
7,34,22,40,1014,11
7,35,19,41,1017,13
7,33,17,52,1017,14
7,28,16,64,1016,5
7,28,17,52,1017,6
7,37,17,39,1019,11
7,35,16,39,1020,10
7,35,16,42,1018,6
7,35,18,45,1014,5
7,30,18,64,1014,8
7,30,16,62,1017,10
7,31,16,54,1021,5
7,36,16,45,1023,3
7,37,17,38,1022,3
7,34,19,42,1020,8
7,36,19,40,1019,6
7,36,18,50,1019,11
7,36,22,42,1019,6
7,36,28,30,1019,6
8,38,20,40,1016,3
8,39,20,34,1015,8
8,38,21,34,1015,8
8,34,20,52,1015,8
8,32,18,51,1015,8
8,29,15,39,1013,8
8,29,16,39,1012,6
8,28,17,57,1015,6
8,32,17,55,1017,5
8,28,19,54,1016,6
8,30,14,47,1019,6
8,33,15,42,1022,3
8,36,16,36,1023,6
8,37,19,39,1022,6
8,37,19,37,1020,10
8,35,19,40,1018,11
8,35,21,37,1018,6
8,35,20,40,1018,6
8,36,18,37,1017,5
8,37,19,34,1016,5
8,36,22,39,1017,8
8,36,19,38,1020,6
8,35,23,47,1018,6
8,32,22,46,1016,6
8,25,19,66,1014,11
8,29,18,53,1014,10
8,28,16,42,1013,18
8,23,14,42,1017,21
8,27,9,39,1024,8
8,32,12,33,1021,5
8,31,13,36,1017,5
9,28,16,41,1015,8
9,27,14,40,1021,8
9,32,11,38,1020,5
9,34,13,36,1020,3
9,35,15,37,1019,6
9,34,18,40,1019,6
9,32,16,42,1023,6
9,34,16,39,1023,5
9,34,17,38,1021,5
9,34,16,39,1018,3
9,35,16,35,1015,6
9,32,16,38,1014,10
9,27,20,46,1016,10
9,28,16,56,1019,3
9,28,16,55,1020,5
9,29,15,51,1021,5
9,28,14,50,1022,6
9,29,14,48,1023,5
9,30,14,45,1022,5
9,30,16,43,1021,5
9,30,14,49,1020,6
9,30,15,44,1019,5
9,30,14,48,1019,5
